airportCode,airportName,cityName,countryName,countryCode,
FACT,Cape Town Intl,Cape Town,South African Rep,ZAF,
RKSI,Incheon Intl,Seoul/Incheon,Korea,KOR,
RJGG,Chubu Centrair Intl,Nagoya,Japan,JPN,
TNCE,F.D. Roosevelt,St Eustatius I,Neth Antilles,ANT,
KCID,The Eastern Iowa Airport,Cedar Rapids,USA,USA,
UMMS,Minsk-2,Minsk,Belarus,BLR,
EDTD,Villingen,Donaueschingen,Germany,DEU,
FZNA,Goma Intl,Goma,Congo, Dr Of,
SCIP,Mataveri Intl,Isla De Pascua,Easter Island,XJP,
TJVQ,Antonio Rivera Rodriguez,Isla De Vieques,Puerto Rico,PRI,
LIRN,Capodichino,Naples,Italy,ITA,
OAKN,Kandahar,Kandahar,Afghanistan,AFG,
YBBN,Brisbane Intl,Brisbane,Australia,AUS,
ZLLL,Zhongchuan,Lanzhou,China,CHN,
GLRB,Roberts Intl,Monrovia,Liberia,LBR,
EGLL,Heathrow,London,UK,GBR,
HADR,Dire Dawa Intl,Dire Dawa,Ethiopia,ETH,
VTBD,Don Mueang Intl,Bangkok,Thailand,THA,
HEPS,Port Said,Port Said,Egypt,EGY,
LFAC,Calais-Dunkerque,Calais-Dunkerque,France,FRA,
LTBJ,Adnan Menderes,Izmir,Turkey,TUR,
YPPD,Port Hedland Intl,Port Hedland,Australia,AUS,
EKMB,Maribo,Lolland Falster,Denmark,DNK,
SCEL,Arturo Merino Benitez Intl,Santiago,Chile,CHL,
SASJ,Gobernador Horacio Guzman,Jujuy,Argentina,ARG,
UKLU,Uzhhorod,Uzhhorod,Ukraine,UKR,
LKPD,Pardubice,Pardubice,Czech,CZE,
EPLL,Lublinek,Lodz,Poland,POL,
EDHK,Holtenau,Kiel,Germany,DEU,
CYWG,Richardson Intl,Winnipeg,Canada,CAN,
RCTP,Taiwan Taoyuan Intl,Taipei,Taiwan,TWN,
LFBD,Merignac,Bordeaux,France,FRA,
HETB,Taba Intl,Taba,Egypt,EGY,
DGAA,Kotoka Intl,Accra,Ghana,GHA,
KSFO,San Francisco Intl,San Francisco,USA,USA,
LOWG,Graz,Graz,Austria,AUT,
FSIA,Seychelles Intl,Seychelles,Seychelles,SYC,
ZWSH,Kashi,Kashi,China,CHN,
EGMC,Southend,Southend,UK,GBR,
FAUP,Upington Intl,Upington,South African Rep,ZAF,
KMFR,Rogue Valley Intl-Medford,Medford,USA,USA,
KBLI,Bellingham Intl,Bellingham,USA,USA,
SKLT,Alfredo Vasquez Cobo,Leticia,Colombia,COL,
OMAA,Abu Dhabi Intl,Abu Dhabi,UAE,ARE,
VCRI,Mattala Rajapaksa Intl,Mattala,Sri Lanka,LKA,
FZIC,Bangoka Intl,Kisangani,Congo, Dr Of,
LEAM,Almeria,Almeria,Spain,ESP,
MYSM,San Salvador Intl,San Salvador,Bahamas,BHS,
LTAZ,Kapadokya,Kapadokya,Turkey,TUR,
UUOB,Belgorod,Belgorod,Russia,RUS,
LFRB,Bretagne,Brest,France,FRA,
